0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,905
0,895
0,895
0,895
0,895
0,895
0,895
0,895
0,995
